"case","event","startTime","completeTime","AMOUNT_REQ","REG_DATE","org:resource"
"173880","O_SENT_BACK","2011/11/04 11:46:11.099","2011/11/04 11:46:11.099","50000","2011/10/02 13:24:15.505","10789"
"173880","O_ACCEPTED","2011/11/04 13:09:38.785","2011/11/04 13:09:38.785","50000","2011/10/02 13:24:15.505","10138"
"173898","O_SELECTED","2011/10/03 16:51:47.497","2011/10/03 16:51:47.497","7000","2011/10/02 16:05:39.817","10889"
"173898","O_CREATED","2011/10/03 16:51:48.963","2011/10/03 16:51:48.963","7000","2011/10/02 16:05:39.817","10889"
"173898","O_SENT","2011/10/03 16:51:48.989","2011/10/03 16:51:48.989","7000","2011/10/02 16:05:39.817","10889"
"173898","O_CANCELLED","2011/10/13 20:00:46.495","2011/10/13 20:00:46.495","7000","2011/10/02 16:05:39.817","11201"
"173913","O_SELECTED","2011/10/03 10:43:47.996","2011/10/03 10:43:47.996","5500","2011/10/02 17:18:05.023","11202"
"173913","O_CREATED","2011/10/03 10:43:51.087","2011/10/03 10:43:51.087","5500","2011/10/02 17:18:05.023","11202"
"173913","O_SENT","2011/10/03 10:43:51.111","2011/10/03 10:43:51.111","5500","2011/10/02 17:18:05.023","11202"
"173913","O_SENT_BACK","2011/10/10 13:51:21.045","2011/10/10 13:51:21.045","5500","2011/10/02 17:18:05.023","10899"
"173913","O_ACCEPTED","2011/10/12 16:00:58.539","2011/10/12 16:00:58.539","5500","2011/10/02 17:18:05.023","10809"
"173928","O_SELECTED","2011/10/03 15:29:05.426","2011/10/03 15:29:05.426","33000","2011/10/02 18:30:01.576","11180"
"173928","O_CREATED","2011/10/03 15:29:06.737","2011/10/03 15:29:06.737","33000","2011/10/02 18:30:01.576","11180"
"173928","O_SENT","2011/10/03 15:29:06.772","2011/10/03 15:29:06.772","33000","2011/10/02 18:30:01.576","11180"
"173928","O_CANCELLED","2011/10/03 15:30:07.474","2011/10/03 15:30:07.474","33000","2011/10/02 18:30:01.576","11180"
"173928","O_SELECTED","2011/10/03 15:30:07.474","2011/10/03 15:30:07.474","33000","2011/10/02 18:30:01.576","11180"
"173928","O_CREATED","2011/10/03 15:30:09.051","2011/10/03 15:30:09.051","33000","2011/10/02 18:30:01.576","11180"
"173928","O_SENT","2011/10/03 15:30:09.183","2011/10/03 15:30:09.183","33000","2011/10/02 18:30:01.576","11180"
"173928","O_SENT_BACK","2011/10/26 10:23:27.146","2011/10/26 10:23:27.146","33000","2011/10/02 18:30:01.576","11029"
"173928","O_ACCEPTED","2011/11/29 09:27:25.615","2011/11/29 09:27:25.615","33000","2011/10/02 18:30:01.576","10972"
"173940","O_SELECTED","2011/10/03 18:51:13.204","2011/10/03 18:51:13.204","7000","2011/10/02 21:08:02.233","11119"
"173940","O_CREATED","2011/10/03 18:51:14.157","2011/10/03 18:51:14.157","7000","2011/10/02 21:08:02.233","11119"
"173940","O_SENT","2011/10/03 18:51:14.183","2011/10/03 18:51:14.183","7000","2011/10/02 21:08:02.233","11119"
"173940","O_SENT_BACK","2011/10/10 13:48:24.482","2011/10/10 13:48:24.482","7000","2011/10/02 21:08:02.233","10899"
"173940","O_ACCEPTED","2011/10/14 08:30:21.631","2011/10/14 08:30:21.631","7000","2011/10/02 21:08:02.233","10138"
"173943","O_SELECTED","2011/10/03 20:05:38.014","2011/10/03 20:05:38.014","7493","2011/10/02 22:11:52.060","10982"
"173943","O_CREATED","2011/10/03 20:06:25.844","2011/10/03 20:06:25.844","7493","2011/10/02 22:11:52.060","10982"
"173943","O_SENT","2011/10/03 20:06:25.883","2011/10/03 20:06:25.883","7493","2011/10/02 22:11:52.060","10982"
"173943","O_CANCELLED","2011/11/03 09:15:32.067","2011/11/03 09:15:32.067","7493","2011/10/02 22:11:52.060","112"
"173946","O_SELECTED","2011/10/03 10:53:05.133","2011/10/03 10:53:05.133","8000","2011/10/02 22:51:17.311","11180"
"173946","O_CREATED","2011/10/03 10:53:06.672","2011/10/03 10:53:06.672","8000","2011/10/02 22:51:17.311","11180"
"173946","O_SENT","2011/10/03 10:53:06.697","2011/10/03 10:53:06.697","8000","2011/10/02 22:51:17.311","11180"
"173946","O_CANCELLED","2011/11/03 09:15:22.602","2011/11/03 09:15:22.602","8000","2011/10/02 22:51:17.311","112"
"173949","O_SELECTED","2011/10/04 12:24:38.968","2011/10/04 12:24:38.968","50000","2011/10/02 23:12:15.824","11169"
"173949","O_CREATED","2011/10/04 12:25:26.370","2011/10/04 12:25:26.370","50000","2011/10/02 23:12:15.824","11169"
"173949","O_SENT","2011/10/04 12:25:26.418","2011/10/04 12:25:26.418","50000","2011/10/02 23:12:15.824","11169"
"173949","O_CANCELLED","2011/10/24 09:08:04.654","2011/10/24 09:08:04.654","50000","2011/10/02 23:12:15.824","11121"
"173949","O_SELECTED","2011/10/24 09:08:04.654","2011/10/24 09:08:04.654","50000","2011/10/02 23:12:15.824","11121"
"173949","O_CREATED","2011/10/24 09:08:08.444","2011/10/24 09:08:08.444","50000","2011/10/02 23:12:15.824","11121"
"173949","O_SENT","2011/10/24 09:08:08.480","2011/10/24 09:08:08.480","50000","2011/10/02 23:12:15.824","11121"
"173949","O_SENT_BACK","2011/10/27 10:53:52.643","2011/10/27 10:53:52.643","50000","2011/10/02 23:12:15.824","11049"
