org:resource,lifecycle:transition,concept:name,time:timestamp,case:REG_DATE,case:concept:name,case:AMOUNT_REQ
112,COMPLETE,A_PARTLYSUBMITTED,2011-12-07 08:30:48.872000+00:00,2011-12-07 09:30:48.601000+01:00,191848,5000
112,COMPLETE,A_PREACCEPTED,2011-12-07 08:31:32.587000+00:00,2011-12-07 09:30:48.601000+01:00,191848,5000
10929,COMPLETE,A_ACCEPTED,2011-12-07 08:36:16.497000+00:00,2011-12-07 09:30:48.601000+01:00,191848,5000
10929,COMPLETE,A_FINALIZED,2011-12-07 08:42:04.519000+00:00,2011-12-07 09:30:48.601000+01:00,191848,5000
10609,COMPLETE,A_ACTIVATED,2011-12-19 08:33:00.812000+00:00,2011-12-07 09:30:48.601000+01:00,191848,5000
10609,COMPLETE,A_REGISTERED,2011-12-19 08:33:00.812000+00:00,2011-12-07 09:30:48.601000+01:00,191848,5000
10609,COMPLETE,A_APPROVED,2011-12-19 08:33:00.812000+00:00,2011-12-07 09:30:48.601000+01:00,191848,5000
112,COMPLETE,A_SUBMITTED,2012-02-22 10:29:16.442000+00:00,2012-02-22 11:29:16.442000+01:00,211712,20000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-22 10:29:16.663000+00:00,2012-02-22 11:29:16.442000+01:00,211712,20000
112,COMPLETE,A_PREACCEPTED,2012-02-22 10:29:49.716000+00:00,2012-02-22 11:29:16.442000+01:00,211712,20000
10933,COMPLETE,A_ACCEPTED,2012-02-23 17:35:05.616000+00:00,2012-02-22 11:29:16.442000+01:00,211712,20000
10933,COMPLETE,A_FINALIZED,2012-02-23 17:42:03.015000+00:00,2012-02-22 11:29:16.442000+01:00,211712,20000
112,COMPLETE,A_SUBMITTED,2011-10-01 12:50:09.763000+00:00,2011-10-01 14:50:09.763000+02:00,173754,20000
112,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 12:50:11.084000+00:00,2011-10-01 14:50:09.763000+02:00,173754,20000
112,COMPLETE,A_PREACCEPTED,2011-10-01 12:50:51.260000+00:00,2011-10-01 14:50:09.763000+02:00,173754,20000
10809,COMPLETE,A_DECLINED,2011-10-14 12:28:39.170000+00:00,2011-10-01 14:50:09.763000+02:00,173754,20000
112,COMPLETE,A_SUBMITTED,2012-02-10 17:05:33.459000+00:00,2012-02-10 18:05:33.458000+01:00,208238,1000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-10 17:05:33.780000+00:00,2012-02-10 18:05:33.458000+01:00,208238,1000
112,COMPLETE,A_DECLINED,2012-02-10 17:06:08.579000+00:00,2012-02-10 18:05:33.458000+01:00,208238,1000
112,COMPLETE,A_SUBMITTED,2012-01-30 18:58:28.664000+00:00,2012-01-30 19:58:28.664000+01:00,205107,5000
112,COMPLETE,A_PARTLYSUBMITTED,2012-01-30 18:58:28.795000+00:00,2012-01-30 19:58:28.664000+01:00,205107,5000
10228,COMPLETE,A_DECLINED,2012-01-30 19:11:44.336000+00:00,2012-01-30 19:58:28.664000+01:00,205107,5000
112,COMPLETE,A_SUBMITTED,2011-10-20 14:01:12.007000+00:00,2011-10-20 16:01:12.007000+02:00,178608,500
112,COMPLETE,A_PARTLYSUBMITTED,2011-10-20 14:01:12.244000+00:00,2011-10-20 16:01:12.007000+02:00,178608,500
112,COMPLETE,A_DECLINED,2011-10-20 14:01:49.305000+00:00,2011-10-20 16:01:12.007000+02:00,178608,500
112,COMPLETE,A_SUBMITTED,2011-12-02 13:23:34.310000+00:00,2011-12-02 14:23:34.310000+01:00,190743,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011-12-02 13:23:34.634000+00:00,2011-12-02 14:23:34.310000+01:00,190743,5000
112,COMPLETE,A_PREACCEPTED,2011-12-02 13:24:09.153000+00:00,2011-12-02 14:23:34.310000+01:00,190743,5000
11200,COMPLETE,A_ACCEPTED,2011-12-02 17:46:10.841000+00:00,2011-12-02 14:23:34.310000+01:00,190743,5000
11200,COMPLETE,A_FINALIZED,2011-12-02 17:52:02.879000+00:00,2011-12-02 14:23:34.310000+01:00,190743,5000
11003,COMPLETE,A_CANCELLED,2011-12-12 13:28:39.118000+00:00,2011-12-02 14:23:34.310000+01:00,190743,5000
112,COMPLETE,A_SUBMITTED,2012-01-04 19:30:34.739000+00:00,2012-01-04 20:30:34.739000+01:00,198089,5000
112,COMPLETE,A_PARTLYSUBMITTED,2012-01-04 19:30:35.250000+00:00,2012-01-04 20:30:34.739000+01:00,198089,5000
11119,COMPLETE,A_DECLINED,2012-01-04 19:44:09.636000+00:00,2012-01-04 20:30:34.739000+01:00,198089,5000
112,COMPLETE,A_SUBMITTED,2012-02-01 11:10:55.813000+00:00,2012-02-01 12:10:55.813000+01:00,205562,7500
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-01 11:10:56.643000+00:00,2012-02-01 12:10:55.813000+01:00,205562,7500
112,COMPLETE,A_PREACCEPTED,2012-02-01 11:11:31.001000+00:00,2012-02-01 12:10:55.813000+01:00,205562,7500
10913,COMPLETE,A_ACCEPTED,2012-02-01 17:20:34.961000+00:00,2012-02-01 12:10:55.813000+01:00,205562,7500
10913,COMPLETE,A_FINALIZED,2012-02-01 17:24:57.686000+00:00,2012-02-01 12:10:55.813000+01:00,205562,7500
10809,COMPLETE,A_APPROVED,2012-02-20 09:45:57.752000+00:00,2012-02-01 12:10:55.813000+01:00,205562,7500
10809,COMPLETE,A_REGISTERED,2012-02-20 09:45:57.753000+00:00,2012-02-01 12:10:55.813000+01:00,205562,7500
10809,COMPLETE,A_ACTIVATED,2012-02-20 09:45:57.753000+00:00,2012-02-01 12:10:55.813000+01:00,205562,7500
112,COMPLETE,A_SUBMITTED,2011-12-03 10:57:55.916000+00:00,2011-12-03 11:57:55.915000+01:00,190914,20000
112,COMPLETE,A_PARTLYSUBMITTED,2011-12-03 10:57:56.788000+00:00,2011-12-03 11:57:55.915000+01:00,190914,20000
10862,COMPLETE,A_PREACCEPTED,2011-12-03 14:22:37.992000+00:00,2011-12-03 11:57:55.915000+01:00,190914,20000
10929,COMPLETE,A_ACCEPTED,2011-12-05 10:19:15.449000+00:00,2011-12-03 11:57:55.915000+01:00,190914,20000
10929,COMPLETE,A_FINALIZED,2011-12-05 10:22:07.265000+00:00,2011-12-03 11:57:55.915000+01:00,190914,20000
10629,COMPLETE,A_APPROVED,2011-12-27 14:43:30.582000+00:00,2011-12-03 11:57:55.915000+01:00,190914,20000
10629,COMPLETE,A_ACTIVATED,2011-12-27 14:43:30.583000+00:00,2011-12-03 11:57:55.915000+01:00,190914,20000
10629,COMPLETE,A_REGISTERED,2011-12-27 14:43:30.583000+00:00,2011-12-03 11:57:55.915000+01:00,190914,20000
112,COMPLETE,A_SUBMITTED,2011-12-12 12:14:20.131000+00:00,2011-12-12 13:14:20.131000+01:00,192915,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011-12-12 12:14:20.541000+00:00,2011-12-12 13:14:20.131000+01:00,192915,10000
10929,COMPLETE,A_DECLINED,2011-12-12 13:02:38.481000+00:00,2011-12-12 13:14:20.131000+01:00,192915,10000
112,COMPLETE,A_SUBMITTED,2012-02-05 08:41:43.745000+00:00,2012-02-05 09:41:43.745000+01:00,206552,12000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-05 08:41:44.553000+00:00,2012-02-05 09:41:43.745000+01:00,206552,12000
112,COMPLETE,A_DECLINED,2012-02-05 08:42:30.042000+00:00,2012-02-05 09:41:43.745000+01:00,206552,12000
112,COMPLETE,A_SUBMITTED,2012-01-02 19:53:09.567000+00:00,2012-01-02 20:53:09.567000+01:00,197357,6000
112,COMPLETE,A_PARTLYSUBMITTED,2012-01-02 19:53:09.705000+00:00,2012-01-02 20:53:09.567000+01:00,197357,6000
11169,COMPLETE,A_DECLINED,2012-01-03 08:57:55.110000+00:00,2012-01-02 20:53:09.567000+01:00,197357,6000
112,COMPLETE,A_SUBMITTED,2011-11-20 10:46:59.646000+00:00,2011-11-20 11:46:59.646000+01:00,187478,14000
112,COMPLETE,A_PARTLYSUBMITTED,2011-11-20 10:46:59.907000+00:00,2011-11-20 11:46:59.646000+01:00,187478,14000
10910,COMPLETE,A_DECLINED,2011-11-21 08:59:27.074000+00:00,2011-11-20 11:46:59.646000+01:00,187478,14000
112,COMPLETE,A_SUBMITTED,2012-02-12 19:18:38.441000+00:00,2012-02-12 20:18:38.440000+01:00,208634,8000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-12 19:18:38.691000+00:00,2012-02-12 20:18:38.440000+01:00,208634,8000
112,COMPLETE,A_DECLINED,2012-02-12 19:19:08.662000+00:00,2012-02-12 20:18:38.440000+01:00,208634,8000
112,COMPLETE,A_SUBMITTED,2011-10-03 11:26:11.439000+00:00,2011-10-03 13:26:11.439000+02:00,174081,7500
112,COMPLETE,A_PARTLYSUBMITTED,2011-10-03 11:26:11.742000+00:00,2011-10-03 13:26:11.439000+02:00,174081,7500
112,COMPLETE,A_DECLINED,2011-10-03 11:26:50.838000+00:00,2011-10-03 13:26:11.439000+02:00,174081,7500
112,COMPLETE,A_SUBMITTED,2012-01-11 14:34:09.040000+00:00,2012-01-11 15:34:09.039000+01:00,199893,2000
112,COMPLETE,A_PARTLYSUBMITTED,2012-01-11 14:34:09.160000+00:00,2012-01-11 15:34:09.039000+01:00,199893,2000
112,COMPLETE,A_PREACCEPTED,2012-01-11 14:34:42.793000+00:00,2012-01-11 15:34:09.039000+01:00,199893,2000
11003,COMPLETE,A_ACCEPTED,2012-01-12 09:53:42.047000+00:00,2012-01-11 15:34:09.039000+01:00,199893,2000
11003,COMPLETE,A_FINALIZED,2012-01-12 09:57:18.435000+00:00,2012-01-11 15:34:09.039000+01:00,199893,2000
112,COMPLETE,A_CANCELLED,2012-03-11 08:15:27.132000+00:00,2012-01-11 15:34:09.039000+01:00,199893,2000
112,COMPLETE,A_SUBMITTED,2011-10-20 12:20:23.636000+00:00,2011-10-20 14:20:23.635000+02:00,178578,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011-10-20 12:20:23.813000+00:00,2011-10-20 14:20:23.635000+02:00,178578,5000
10859,COMPLETE,A_DECLINED,2011-10-20 12:51:57.545000+00:00,2011-10-20 14:20:23.635000+02:00,178578,5000
112,COMPLETE,A_SUBMITTED,2011-10-21 07:37:55.276000+00:00,2011-10-21 09:37:55.276000+02:00,178780,8000
112,COMPLETE,A_PARTLYSUBMITTED,2011-10-21 07:37:56.236000+00:00,2011-10-21 09:37:55.276000+02:00,178780,8000
112,COMPLETE,A_PREACCEPTED,2011-10-21 07:38:40.548000+00:00,2011-10-21 09:37:55.276000+02:00,178780,8000
11169,COMPLETE,A_ACCEPTED,2011-10-21 07:41:53.195000+00:00,2011-10-21 09:37:55.276000+02:00,178780,8000
11169,COMPLETE,A_FINALIZED,2011-10-21 07:44:32.370000+00:00,2011-10-21 09:37:55.276000+02:00,178780,8000
10138,COMPLETE,A_APPROVED,2011-10-26 12:17:14.117000+00:00,2011-10-21 09:37:55.276000+02:00,178780,8000
10138,COMPLETE,A_ACTIVATED,2011-10-26 12:17:14.117000+00:00,2011-10-21 09:37:55.276000+02:00,178780,8000
10138,COMPLETE,A_REGISTERED,2011-10-26 12:17:14.117000+00:00,2011-10-21 09:37:55.276000+02:00,178780,8000
112,COMPLETE,A_SUBMITTED,2011-11-15 11:31:58.570000+00:00,2011-11-15 12:31:58.569000+01:00,185518,7000
112,COMPLETE,A_PARTLYSUBMITTED,2011-11-15 11:31:59.078000+00:00,2011-11-15 12:31:58.569000+01:00,185518,7000
11169,COMPLETE,A_PREACCEPTED,2011-11-15 12:22:28.622000+00:00,2011-11-15 12:31:58.569000+01:00,185518,7000
10912,COMPLETE,A_CANCELLED,2011-11-19 12:17:06.252000+00:00,2011-11-15 12:31:58.569000+01:00,185518,7000
112,COMPLETE,A_SUBMITTED,2011-12-18 17:35:16.905000+00:00,2011-12-18 18:35:16.905000+01:00,194344,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011-12-18 17:35:17.255000+00:00,2011-12-18 18:35:16.905000+01:00,194344,10000
112,COMPLETE,A_PREACCEPTED,2011-12-18 17:35:57.900000+00:00,2011-12-18 18:35:16.905000+01:00,194344,10000
11000,COMPLETE,A_ACCEPTED,2011-12-19 08:21:26.405000+00:00,2011-12-18 18:35:16.905000+01:00,194344,10000
11000,COMPLETE,A_FINALIZED,2011-12-19 08:25:13.482000+00:00,2011-12-18 18:35:16.905000+01:00,194344,10000
11119,COMPLETE,A_CANCELLED,2011-12-24 14:03:12.398000+00:00,2011-12-18 18:35:16.905000+01:00,194344,10000
112,COMPLETE,A_SUBMITTED,2011-11-09 11:13:53.269000+00:00,2011-11-09 12:13:53.269000+01:00,183408,20000
112,COMPLETE,A_PARTLYSUBMITTED,2011-11-09 11:13:55.294000+00:00,2011-11-09 12:13:53.269000+01:00,183408,20000
112,COMPLETE,A_PREACCEPTED,2011-11-09 11:14:50.238000+00:00,2011-11-09 12:13:53.269000+01:00,183408,20000
11189,COMPLETE,A_ACCEPTED,2011-11-09 11:20:28.092000+00:00,2011-11-09 12:13:53.269000+01:00,183408,20000
11189,COMPLETE,A_FINALIZED,2011-11-09 11:23:24.182000+00:00,2011-11-09 12:13:53.269000+01:00,183408,20000
10809,COMPLETE,A_REGISTERED,2011-11-23 09:12:03.230000+00:00,2011-11-09 12:13:53.269000+01:00,183408,20000
10809,COMPLETE,A_APPROVED,2011-11-23 09:12:03.230000+00:00,2011-11-09 12:13:53.269000+01:00,183408,20000
10809,COMPLETE,A_ACTIVATED,2011-11-23 09:12:03.230000+00:00,2011-11-09 12:13:53.269000+01:00,183408,20000
112,COMPLETE,A_SUBMITTED,2011-12-23 21:27:11.640000+00:00,2011-12-23 22:27:11.640000+01:00,195431,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011-12-23 21:27:11.818000+00:00,2011-12-23 22:27:11.640000+01:00,195431,5000
112,COMPLETE,A_DECLINED,2011-12-23 21:27:49.719000+00:00,2011-12-23 22:27:11.640000+01:00,195431,5000
112,COMPLETE,A_SUBMITTED,2012-02-24 13:03:21.073000+00:00,2012-02-24 14:03:21.072000+01:00,212473,15000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-24 13:03:21.175000+00:00,2012-02-24 14:03:21.072000+01:00,212473,15000
112,COMPLETE,A_DECLINED,2012-02-24 13:03:58.132000+00:00,2012-02-24 14:03:21.072000+01:00,212473,15000
112,COMPLETE,A_SUBMITTED,2011-11-22 07:56:13.442000+00:00,2011-11-22 08:56:13.442000+01:00,188014,4000
112,COMPLETE,A_PARTLYSUBMITTED,2011-11-22 07:56:13.556000+00:00,2011-11-22 08:56:13.442000+01:00,188014,4000
112,COMPLETE,A_DECLINED,2011-11-22 07:56:46.608000+00:00,2011-11-22 08:56:13.442000+01:00,188014,4000
112,COMPLETE,A_SUBMITTED,2011-11-26 20:48:54.065000+00:00,2011-11-26 21:48:54.065000+01:00,189253,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011-11-26 20:48:54.278000+00:00,2011-11-26 21:48:54.065000+01:00,189253,10000
112,COMPLETE,A_PREACCEPTED,2011-11-26 20:49:34.811000+00:00,2011-11-26 21:48:54.065000+01:00,189253,10000
11120,COMPLETE,A_DECLINED,2011-11-28 11:29:56.205000+00:00,2011-11-26 21:48:54.065000+01:00,189253,10000
112,COMPLETE,A_SUBMITTED,2012-01-04 10:37:52.218000+00:00,2012-01-04 11:37:52.218000+01:00,197852,5000
112,COMPLETE,A_PARTLYSUBMITTED,2012-01-04 10:37:52.755000+00:00,2012-01-04 11:37:52.218000+01:00,197852,5000
112,COMPLETE,A_PREACCEPTED,2012-01-04 10:38:33.795000+00:00,2012-01-04 11:37:52.218000+01:00,197852,5000
10982,COMPLETE,A_DECLINED,2012-01-06 15:20:03.140000+00:00,2012-01-04 11:37:52.218000+01:00,197852,5000
112,COMPLETE,A_SUBMITTED,2011-10-26 23:03:45.040000+00:00,2011-10-27 01:03:45.039000+02:00,180122,27253
112,COMPLETE,A_PARTLYSUBMITTED,2011-10-26 23:03:45.716000+00:00,2011-10-27 01:03:45.039000+02:00,180122,27253
11009,COMPLETE,A_DECLINED,2011-10-27 08:32:49.746000+00:00,2011-10-27 01:03:45.039000+02:00,180122,27253
112,COMPLETE,A_SUBMITTED,2012-01-03 21:23:46.603000+00:00,2012-01-03 22:23:46.603000+01:00,197755,24000
112,COMPLETE,A_PARTLYSUBMITTED,2012-01-03 21:23:47.228000+00:00,2012-01-03 22:23:46.603000+01:00,197755,24000
112,COMPLETE,A_DECLINED,2012-01-03 21:24:33.420000+00:00,2012-01-03 22:23:46.603000+01:00,197755,24000
112,COMPLETE,A_SUBMITTED,2012-02-08 15:53:38.613000+00:00,2012-02-08 16:53:38.613000+01:00,207530,15000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-08 15:53:38.721000+00:00,2012-02-08 16:53:38.613000+01:00,207530,15000
112,COMPLETE,A_DECLINED,2012-02-08 15:53:41.357000+00:00,2012-02-08 16:53:38.613000+01:00,207530,15000
112,COMPLETE,A_SUBMITTED,2012-02-06 16:27:32.704000+00:00,2012-02-06 17:27:32.704000+01:00,206880,5000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-06 16:27:32.955000+00:00,2012-02-06 17:27:32.704000+01:00,206880,5000
112,COMPLETE,A_PREACCEPTED,2012-02-06 16:28:04.704000+00:00,2012-02-06 17:27:32.704000+01:00,206880,5000
11002,COMPLETE,A_ACCEPTED,2012-02-06 18:36:21.481000+00:00,2012-02-06 17:27:32.704000+01:00,206880,5000
11002,COMPLETE,A_FINALIZED,2012-02-06 18:45:56.278000+00:00,2012-02-06 17:27:32.704000+01:00,206880,5000
10609,COMPLETE,A_DECLINED,2012-02-15 09:15:12.927000+00:00,2012-02-06 17:27:32.704000+01:00,206880,5000
112,COMPLETE,A_SUBMITTED,2012-02-03 08:39:06.746000+00:00,2012-02-03 09:39:06.746000+01:00,206177,7500
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-03 08:39:07.468000+00:00,2012-02-03 09:39:06.746000+01:00,206177,7500
10932,COMPLETE,A_PREACCEPTED,2012-02-03 10:58:09.294000+00:00,2012-02-03 09:39:06.746000+01:00,206177,7500
